CMDLINE /usr/bin/python3 ./sl.py
MEM 106.050781 1569367561.3506
MEM 106.050781 1569367561.4511
MEM 106.050781 1569367561.5515
MEM 106.050781 1569367561.6519
MEM 106.050781 1569367561.7523
MEM 106.050781 1569367561.8528
MEM 106.050781 1569367561.9532
MEM 106.050781 1569367562.0536
MEM 106.050781 1569367562.1541
MEM 106.050781 1569367562.2545
MEM 106.050781 1569367562.3549
MEM 106.050781 1569367562.4554
MEM 106.050781 1569367562.5558
MEM 106.050781 1569367562.6562
MEM 106.050781 1569367562.7567
MEM 106.050781 1569367562.8572
MEM 106.050781 1569367562.9576
MEM 106.050781 1569367563.0580
MEM 106.050781 1569367563.1584
MEM 106.050781 1569367563.2589
MEM 106.050781 1569367563.3593
MEM 106.050781 1569367563.4597
MEM 106.050781 1569367563.5601
MEM 106.050781 1569367563.6606
MEM 106.050781 1569367563.7610
MEM 106.050781 1569367563.8615
MEM 106.050781 1569367563.9619
MEM 106.050781 1569367564.0623
MEM 106.050781 1569367564.1627
MEM 106.050781 1569367564.2631
MEM 106.050781 1569367564.3635
MEM 106.050781 1569367564.4640
MEM 106.050781 1569367564.5644
MEM 106.050781 1569367564.6648
MEM 106.050781 1569367564.7653
MEM 106.050781 1569367564.8657
MEM 106.050781 1569367564.9661
MEM 106.050781 1569367565.0665
MEM 106.050781 1569367565.1669
MEM 106.050781 1569367565.2674
MEM 106.050781 1569367565.3678
MEM 106.050781 1569367565.4682
MEM 106.050781 1569367565.5709
MEM 106.050781 1569367565.6713
MEM 106.050781 1569367565.7718
MEM 106.050781 1569367565.8722
MEM 106.050781 1569367565.9726
MEM 106.050781 1569367566.0730
MEM 106.050781 1569367566.1734
MEM 106.050781 1569367566.2739
MEM 106.050781 1569367566.3743
MEM 106.050781 1569367566.4748
MEM 106.050781 1569367566.5753
MEM 106.050781 1569367566.6760
MEM 106.050781 1569367566.7764
MEM 106.050781 1569367566.8768
MEM 106.050781 1569367566.9773
MEM 106.050781 1569367567.0777
MEM 106.050781 1569367567.1781
MEM 106.050781 1569367567.2785
MEM 106.050781 1569367567.3790
MEM 106.050781 1569367567.4795
MEM 106.050781 1569367567.5799
MEM 106.050781 1569367567.6803
MEM 106.050781 1569367567.7808
MEM 106.050781 1569367567.8812
MEM 106.050781 1569367567.9816
MEM 106.050781 1569367568.0820
MEM 106.050781 1569367568.1824
MEM 106.050781 1569367568.2829
MEM 106.050781 1569367568.3833
MEM 106.050781 1569367568.4837
MEM 106.050781 1569367568.5842
MEM 106.050781 1569367568.6846
MEM 106.050781 1569367568.7850
MEM 106.050781 1569367568.8854
MEM 106.050781 1569367568.9859
MEM 106.050781 1569367569.0864
MEM 106.050781 1569367569.1868
MEM 106.050781 1569367569.2872
MEM 106.050781 1569367569.3877
MEM 106.050781 1569367569.4882
MEM 106.050781 1569367569.5886
MEM 106.050781 1569367569.6890
MEM 106.050781 1569367569.7895
MEM 106.050781 1569367569.8899
MEM 106.050781 1569367569.9903
MEM 106.050781 1569367570.0907
MEM 106.050781 1569367570.1911
MEM 106.050781 1569367570.2916
MEM 106.050781 1569367570.3921
MEM 106.050781 1569367570.4925
MEM 106.050781 1569367570.5929
MEM 106.050781 1569367570.6945
MEM 106.050781 1569367570.7951
MEM 106.050781 1569367570.8956
MEM 106.050781 1569367570.9962
MEM 106.050781 1569367571.0967
MEM 106.050781 1569367571.1972
MEM 106.050781 1569367571.2976
MEM 106.050781 1569367571.3980
MEM 106.050781 1569367571.4984
MEM 106.050781 1569367571.5989
MEM 106.050781 1569367571.6994
MEM 106.050781 1569367571.7999
MEM 106.050781 1569367571.9003
MEM 106.050781 1569367572.0008
MEM 106.050781 1569367572.1012
MEM 106.050781 1569367572.2016
MEM 106.050781 1569367572.3020
MEM 106.050781 1569367572.4025
MEM 106.050781 1569367572.5029
MEM 106.050781 1569367572.6034
MEM 106.050781 1569367572.7038
MEM 106.050781 1569367572.8043
MEM 106.050781 1569367572.9047
MEM 106.050781 1569367573.0051
MEM 106.050781 1569367573.1056
MEM 106.050781 1569367573.2060
MEM 106.050781 1569367573.3065
MEM 106.050781 1569367573.4069
MEM 106.050781 1569367573.5074
MEM 106.050781 1569367573.6078
MEM 106.050781 1569367573.7083
MEM 106.050781 1569367573.8087
MEM 106.050781 1569367573.9091
MEM 106.050781 1569367574.0096
MEM 106.050781 1569367574.1099
MEM 106.050781 1569367574.2103
MEM 106.050781 1569367574.3108
MEM 106.050781 1569367574.4112
MEM 106.050781 1569367574.5157
MEM 106.050781 1569367574.6167
MEM 106.050781 1569367574.7184
MEM 106.050781 1569367574.8190
MEM 106.050781 1569367574.9194
MEM 106.050781 1569367575.0198
MEM 106.050781 1569367575.1203
MEM 106.050781 1569367575.2207
MEM 106.050781 1569367575.3211
MEM 106.050781 1569367575.4216
MEM 106.050781 1569367575.5220
MEM 106.050781 1569367575.6224
MEM 106.050781 1569367575.7228
MEM 106.050781 1569367575.8262
MEM 106.050781 1569367575.9266
MEM 106.050781 1569367576.0271
MEM 106.050781 1569367576.1275
MEM 106.050781 1569367576.2280
MEM 106.050781 1569367576.3284
MEM 106.050781 1569367576.4288
MEM 106.050781 1569367576.5292
MEM 106.050781 1569367576.6296
MEM 106.050781 1569367576.7301
MEM 106.050781 1569367576.8305
MEM 106.050781 1569367576.9310
MEM 106.050781 1569367577.0314
MEM 106.050781 1569367577.1318
MEM 106.050781 1569367577.2322
MEM 106.050781 1569367577.3327
MEM 106.050781 1569367577.4331
MEM 106.050781 1569367577.5335
MEM 106.050781 1569367577.6339
MEM 106.050781 1569367577.7344
MEM 106.050781 1569367577.8348
MEM 106.050781 1569367577.9352
MEM 106.050781 1569367578.0357
MEM 106.050781 1569367578.1362
MEM 106.050781 1569367578.2367
MEM 106.050781 1569367578.3371
MEM 106.050781 1569367578.4375
MEM 106.050781 1569367578.5380
MEM 106.050781 1569367578.6385
MEM 106.050781 1569367578.7389
MEM 106.050781 1569367578.8393
MEM 106.050781 1569367578.9398
MEM 106.050781 1569367579.0403
MEM 106.050781 1569367579.1407
MEM 106.050781 1569367579.2411
MEM 106.050781 1569367579.3415
MEM 106.050781 1569367579.4420
MEM 106.050781 1569367579.5424
MEM 106.050781 1569367579.6429
MEM 106.050781 1569367579.7433
MEM 106.050781 1569367579.8437
MEM 106.050781 1569367579.9442
MEM 106.050781 1569367580.0446
MEM 106.050781 1569367580.1451
MEM 106.050781 1569367580.2455
MEM 106.050781 1569367580.3459
MEM 106.050781 1569367580.4463
MEM 106.050781 1569367580.5468
MEM 106.050781 1569367580.6472
MEM 106.050781 1569367580.7476
MEM 106.050781 1569367580.8481
